model,mhc_class,condition,target,sample,ranking_score,is_best_ranked,iptm,ptm,n_chains,ptm_mhc,ptm_pep,ptm_mhcb,ptm_tcra,ptm_tcrb,cp_mhc_pep,cp_mhca_mhcb,cp_mhcb_pep,cp_mhc_tcra,cp_mhc_tcrb,cp_pep_tcra,cp_pep_tcrb,cp_mhcb_tcra,cp_mhcb_tcrb,cp_tcra_tcrb,mean_tcr_pmhc_iptm,chain_pair_iptm
af3,classI,with_msa_no_template,8enh_pmhc_tcr,1,0.9170839871697358,False,0.9,0.92,4,0.92,0.03,,0.87,0.89,0.95,,,0.87,0.87,0.83,0.86,,,0.87,0.8574999999999999,"[[0.92, 0.95, 0.87, 0.87], [0.95, 0.03, 0.83, 0.86], [0.87, 0.83, 0.87, 0.87], [0.87, 0.86, 0.87, 0.89]]"
af3,classI,with_msa_no_template,8enh_pmhc_tcr,4,0.9168852197266998,False,0.9,0.92,4,0.92,0.03,,0.88,0.89,0.95,,,0.88,0.87,0.83,0.84,,,0.87,0.855,"[[0.92, 0.95, 0.88, 0.87], [0.95, 0.03, 0.83, 0.84], [0.88, 0.83, 0.88, 0.87], [0.87, 0.84, 0.87, 0.89]]"
af3,classI,with_msa_no_template,8enh_pmhc_tcr,3,0.9116786374289042,False,0.9,0.92,4,0.91,0.03,,0.87,0.89,0.94,,,0.87,0.87,0.82,0.84,,,0.87,0.85,"[[0.91, 0.94, 0.87, 0.87], [0.94, 0.03, 0.82, 0.84], [0.87, 0.82, 0.87, 0.87], [0.87, 0.84, 0.87, 0.89]]"
af3,classI,with_msa_no_template,8eo8_pmhc_tcr,3,0.873941091738165,True,0.86,0.88,4,0.92,0.03,,0.89,0.87,0.93,,,0.85,0.73,0.79,0.67,,,0.85,0.76,"[[0.92, 0.93, 0.85, 0.73], [0.93, 0.03, 0.79, 0.67], [0.85, 0.79, 0.89, 0.85], [0.73, 0.67, 0.85, 0.87]]"
af3,classI,with_msa_no_template,8eo8_pmhc_tcr,4,0.8550856044699335,False,0.84,0.87,4,0.92,0.03,,0.88,0.88,0.92,,,0.82,0.72,0.75,0.67,,,0.86,0.74,"[[0.92, 0.92, 0.82, 0.72], [0.92, 0.03, 0.75, 0.67], [0.82, 0.75, 0.88, 0.86], [0.72, 0.67, 0.86, 0.88]]"
af3,classI,with_msa_no_template,8eo8_pmhc_tcr,1,0.8447937930541678,False,0.83,0.87,4,0.92,0.03,,0.88,0.87,0.93,,,0.81,0.7,0.72,0.65,,,0.84,0.72,"[[0.92, 0.93, 0.81, 0.7], [0.93, 0.03, 0.72, 0.65], [0.81, 0.72, 0.88, 0.84], [0.7, 0.65, 0.84, 0.87]]"
af3,classI,with_msa_no_template,8eo8_pmhc_tcr,2,0.833812459170438,False,0.81,0.86,4,0.92,0.03,,0.88,0.87,0.92,,,0.8,0.69,0.72,0.64,,,0.83,0.7125,"[[0.92, 0.92, 0.8, 0.69], [0.92, 0.03, 0.72, 0.64], [0.8, 0.72, 0.88, 0.83], [0.69, 0.64, 0.83, 0.87]]"
af3,classI,with_msa_no_template,8eo8_pmhc_tcr,0,0.8313701165858216,False,0.81,0.86,4,0.92,0.03,,0.88,0.87,0.93,,,0.8,0.69,0.72,0.62,,,0.83,0.7075,"[[0.92, 0.93, 0.8, 0.69], [0.93, 0.03, 0.72, 0.62], [0.8, 0.72, 0.88, 0.83], [0.69, 0.62, 0.83, 0.87]]"
af3,classI,with_msa_no_template,8f5a_pmhc_tcr,2,0.7947196507325742,True,0.77,0.82,4,0.92,0.02,,0.87,0.89,0.83,,,0.64,0.66,0.56,0.6,,,0.84,0.615,"[[0.92, 0.83, 0.64, 0.66], [0.83, 0.02, 0.56, 0.6], [0.64, 0.56, 0.87, 0.84], [0.66, 0.6, 0.84, 0.89]]"
af3,classI,with_msa_no_template,8f5a_pmhc_tcr,3,0.7866290548294832,False,0.76,0.82,4,0.91,0.01,,0.87,0.88,0.75,,,0.61,0.64,0.47,0.5,,,0.84,0.5549999999999999,"[[0.91, 0.75, 0.61, 0.64], [0.75, 0.01, 0.47, 0.5], [0.61, 0.47, 0.87, 0.84], [0.64, 0.5, 0.84, 0.88]]"
af3,classI,with_msa_no_template,8f5a_pmhc_tcr,1,0.7820192486492545,False,0.76,0.81,4,0.91,0.01,,0.86,0.88,0.75,,,0.6,0.63,0.47,0.5,,,0.84,0.55,"[[0.91, 0.75, 0.6, 0.63], [0.75, 0.01, 0.47, 0.5], [0.6, 0.47, 0.86, 0.84], [0.63, 0.5, 0.84, 0.88]]"
af3,classI,with_msa_no_template,8f5a_pmhc_tcr,4,0.7819415511280224,False,0.76,0.81,4,0.92,0.02,,0.86,0.88,0.86,,,0.65,0.65,0.57,0.57,,,0.82,0.61,"[[0.92, 0.86, 0.65, 0.65], [0.86, 0.02, 0.57, 0.57], [0.65, 0.57, 0.86, 0.82], [0.65, 0.57, 0.82, 0.88]]"
af3,classI,with_msa_no_template,8f5a_pmhc_tcr,0,0.7222311181319597,False,0.7,0.76,4,0.91,0.02,,0.86,0.88,0.83,,,0.51,0.56,0.44,0.49,,,0.83,0.5,"[[0.91, 0.83, 0.51, 0.56], [0.83, 0.02, 0.44, 0.49], [0.51, 0.44, 0.86, 0.83], [0.56, 0.49, 0.83, 0.88]]"
af3,classI,with_msa_no_template,8gom_pmhc_tcr,1,0.7221585795186731,True,0.7,0.75,4,0.92,0.03,,0.88,0.89,0.92,,,0.59,0.43,0.57,0.41,,,0.82,0.49999999999999994,"[[0.92, 0.92, 0.59, 0.43], [0.92, 0.03, 0.57, 0.41], [0.59, 0.57, 0.88, 0.82], [0.43, 0.41, 0.82, 0.89]]"
af3,classI,with_msa_no_template,8gom_pmhc_tcr,4,0.7030648148363352,False,0.68,0.74,4,0.92,0.03,,0.88,0.88,0.92,,,0.58,0.42,0.54,0.4,,,0.81,0.485,"[[0.92, 0.92, 0.58, 0.42], [0.92, 0.03, 0.54, 0.4], [0.58, 0.54, 0.88, 0.81], [0.42, 0.4, 0.81, 0.88]]"
af3,classI,with_msa_no_template,8gom_pmhc_tcr,2,0.5277193305265886,False,0.5,0.58,4,0.91,0.02,,0.87,0.88,0.91,,,0.17,0.23,0.11,0.16,,,0.77,0.1675,"[[0.91, 0.91, 0.17, 0.23], [0.91, 0.02, 0.11, 0.16], [0.17, 0.11, 0.87, 0.77], [0.23, 0.16, 0.77, 0.88]]"
af3,classI,with_msa_no_template,8gom_pmhc_tcr,3,0.5232742284312705,False,0.49,0.59,4,0.91,0.02,,0.87,0.89,0.9,,,0.17,0.23,0.1,0.17,,,0.79,0.1675,"[[0.91, 0.9, 0.17, 0.23], [0.9, 0.02, 0.1, 0.17], [0.17, 0.1, 0.87, 0.79], [0.23, 0.17, 0.79, 0.89]]"
af3,classI,with_msa_no_template,8gom_pmhc_tcr,0,0.4758607498630485,False,0.45,0.52,4,0.91,0.02,,0.87,0.89,0.9,,,0.08,0.1,0.06,0.08,,,0.75,0.08,"[[0.91, 0.9, 0.08, 0.1], [0.9, 0.02, 0.06, 0.08], [0.08, 0.06, 0.87, 0.75], [0.1, 0.08, 0.75, 0.89]]"
af3,classI,with_msa_no_template,8gon_pmhc_tcr,4,0.5480798258543415,True,0.52,0.6,4,0.91,0.03,,0.87,0.89,0.93,,,0.22,0.24,0.18,0.2,,,0.79,0.20999999999999996,"[[0.91, 0.93, 0.22, 0.24], [0.93, 0.03, 0.18, 0.2], [0.22, 0.18, 0.87, 0.79], [0.24, 0.2, 0.79, 0.89]]"
af3,classI,with_msa_no_template,8gon_pmhc_tcr,1,0.5383517083492863,False,0.51,0.6,4,0.92,0.03,,0.88,0.89,0.93,,,0.18,0.24,0.15,0.19,,,0.79,0.19,"[[0.92, 0.93, 0.18, 0.24], [0.93, 0.03, 0.15, 0.19], [0.18, 0.15, 0.88, 0.79], [0.24, 0.19, 0.79, 0.89]]"
af3,classI,with_msa_no_template,8gon_pmhc_tcr,3,0.48348119929574696,False,0.45,0.54,4,0.91,0.03,,0.88,0.89,0.93,,,0.1,0.12,0.07,0.1,,,0.8,0.0975,"[[0.91, 0.93, 0.1, 0.12], [0.93, 0.03, 0.07, 0.1], [0.1, 0.07, 0.88, 0.8], [0.12, 0.1, 0.8, 0.89]]"
af3,classI,with_msa_no_template,8gon_pmhc_tcr,2,0.4790933509145946,False,0.45,0.54,4,0.91,0.03,,0.88,0.89,0.93,,,0.09,0.1,0.06,0.07,,,0.8,0.08,"[[0.91, 0.93, 0.09, 0.1], [0.93, 0.03, 0.06, 0.07], [0.09, 0.06, 0.88, 0.8], [0.1, 0.07, 0.8, 0.89]]"
af3,classI,with_msa_no_template,8gon_pmhc_tcr,0,0.47840349337099564,False,0.45,0.53,4,0.91,0.03,,0.87,0.89,0.92,,,0.08,0.1,0.05,0.06,,,0.77,0.0725,"[[0.91, 0.92, 0.08, 0.1], [0.92, 0.03, 0.05, 0.06], [0.08, 0.05, 0.87, 0.77], [0.1, 0.06, 0.77, 0.89]]"
af3,classI,with_msa_no_template,8gvb_pmhc_tcr,0,0.9287353254450905,True,0.92,0.93,4,0.91,0.04,,0.88,0.9,0.95,,,0.85,0.9,0.78,0.86,,,0.89,0.8475,"[[0.91, 0.95, 0.85, 0.9], [0.95, 0.04, 0.78, 0.86], [0.85, 0.78, 0.88, 0.89], [0.9, 0.86, 0.89, 0.9]]"
af3,classI,with_msa_no_template,8gvb_pmhc_tcr,3,0.9216008271334035,False,0.91,0.92,4,0.91,0.03,,0.87,0.9,0.95,,,0.83,0.89,0.78,0.85,,,0.88,0.8375,"[[0.91, 0.95, 0.83, 0.89], [0.95, 0.03, 0.78, 0.85], [0.83, 0.78, 0.87, 0.88], [0.89, 0.85, 0.88, 0.9]]"
af3,classI,with_msa_no_template,8gvb_pmhc_tcr,4,0.9213552047320641,False,0.91,0.92,4,0.91,0.03,,0.87,0.9,0.95,,,0.83,0.89,0.77,0.84,,,0.88,0.8325,"[[0.91, 0.95, 0.83, 0.89], [0.95, 0.03, 0.77, 0.84], [0.83, 0.77, 0.87, 0.88], [0.89, 0.84, 0.88, 0.9]]"
af3,classI,with_msa_no_template,8gvb_pmhc_tcr,1,0.9205945191104012,False,0.91,0.92,4,0.91,0.03,,0.87,0.9,0.95,,,0.83,0.89,0.75,0.85,,,0.88,0.83,"[[0.91, 0.95, 0.83, 0.89], [0.95, 0.03, 0.75, 0.85], [0.83, 0.75, 0.87, 0.88], [0.89, 0.85, 0.88, 0.9]]"
af3,classI,with_msa_no_template,8gvb_pmhc_tcr,2,0.9171317990347634,False,0.9,0.92,4,0.9,0.03,,0.87,0.9,0.95,,,0.83,0.88,0.77,0.84,,,0.88,0.83,"[[0.9, 0.95, 0.83, 0.88], [0.95, 0.03, 0.77, 0.84], [0.83, 0.77, 0.87, 0.88], [0.88, 0.84, 0.88, 0.9]]"
af3,classI,with_msa_no_template,8gvg_pmhc_tcr,3,0.9378509556395394,True,0.93,0.94,4,0.92,0.03,,0.89,0.91,0.95,,,0.86,0.91,0.81,0.87,,,0.9,0.8625,"[[0.92, 0.95, 0.86, 0.91], [0.95, 0.03, 0.81, 0.87], [0.86, 0.81, 0.89, 0.9], [0.91, 0.87, 0.9, 0.91]]"
af3,classI,with_msa_no_template,8gvg_pmhc_tcr,0,0.9345170342875102,False,0.92,0.94,4,0.92,0.03,,0.88,0.91,0.95,,,0.85,0.9,0.8,0.86,,,0.9,0.8524999999999999,"[[0.92, 0.95, 0.85, 0.9], [0.95, 0.03, 0.8, 0.86], [0.85, 0.8, 0.88, 0.9], [0.9, 0.86, 0.9, 0.91]]"
af3,classI,with_msa_no_template,8gvg_pmhc_tcr,2,0.9341908416365189,False,0.92,0.94,4,0.92,0.03,,0.88,0.91,0.95,,,0.85,0.9,0.8,0.86,,,0.89,0.8524999999999999,"[[0.92, 0.95, 0.85, 0.9], [0.95, 0.03, 0.8, 0.86], [0.85, 0.8, 0.88, 0.89], [0.9, 0.86, 0.89, 0.91]]"
af3,classI,with_msa_no_template,8gvg_pmhc_tcr,1,0.9283415610693079,False,0.92,0.93,4,0.92,0.03,,0.87,0.9,0.95,,,0.84,0.9,0.77,0.86,,,0.88,0.8424999999999999,"[[0.92, 0.95, 0.84, 0.9], [0.95, 0.03, 0.77, 0.86], [0.84, 0.77, 0.87, 0.88], [0.9, 0.86, 0.88, 0.9]]"
af3,classI,with_msa_no_template,8gvg_pmhc_tcr,4,0.9264875454487793,False,0.91,0.93,4,0.91,0.03,,0.87,0.9,0.94,,,0.84,0.89,0.77,0.85,,,0.88,0.8375,"[[0.91, 0.94, 0.84, 0.89], [0.94, 0.03, 0.77, 0.85], [0.84, 0.77, 0.87, 0.88], [0.89, 0.85, 0.88, 0.9]]"
af3,classI,with_msa_no_template,8gvi_pmhc_tcr,1,0.9399899791347586,True,0.93,0.94,4,0.92,0.04,,0.9,0.91,0.96,,,0.89,0.9,0.86,0.87,,,0.92,0.88,"[[0.92, 0.96, 0.89, 0.9], [0.96, 0.04, 0.86, 0.87], [0.89, 0.86, 0.9, 0.92], [0.9, 0.87, 0.92, 0.91]]"
af3,classI,with_msa_no_template,8gvi_pmhc_tcr,0,0.939976759597295,False,0.93,0.94,4,0.92,0.04,,0.9,0.91,0.96,,,0.89,0.91,0.86,0.87,,,0.91,0.8825000000000001,"[[0.92, 0.96, 0.89, 0.91], [0.96, 0.04, 0.86, 0.87], [0.89, 0.86, 0.9, 0.91], [0.91, 0.87, 0.91, 0.91]]"
af3,classI,with_msa_no_template,8gvi_pmhc_tcr,3,0.9387798099289824,False,0.93,0.94,4,0.91,0.04,,0.9,0.91,0.95,,,0.89,0.9,0.86,0.87,,,0.92,0.88,"[[0.91, 0.95, 0.89, 0.9], [0.95, 0.04, 0.86, 0.87], [0.89, 0.86, 0.9, 0.92], [0.9, 0.87, 0.92, 0.91]]"
af3,classI,with_msa_no_template,8gvi_pmhc_tcr,2,0.9385684937564287,False,0.93,0.94,4,0.92,0.04,,0.9,0.91,0.96,,,0.89,0.9,0.86,0.87,,,0.92,0.88,"[[0.92, 0.96, 0.89, 0.9], [0.96, 0.04, 0.86, 0.87], [0.89, 0.86, 0.9, 0.92], [0.9, 0.87, 0.92, 0.91]]"
af3,classI,with_msa_no_template,8gvi_pmhc_tcr,4,0.9337572919605425,False,0.92,0.93,4,0.91,0.04,,0.9,0.9,0.95,,,0.88,0.9,0.85,0.86,,,0.91,0.8724999999999999,"[[0.91, 0.95, 0.88, 0.9], [0.95, 0.04, 0.85, 0.86], [0.88, 0.85, 0.9, 0.91], [0.9, 0.86, 0.91, 0.9]]"
af3,classI,with_msa_no_template,8i5c_pmhc_tcr,0,0.8399785507801463,True,0.82,0.86,4,0.91,0.02,,0.9,0.9,0.88,,,0.75,0.71,0.69,0.66,,,0.89,0.7025,"[[0.91, 0.88, 0.75, 0.71], [0.88, 0.02, 0.69, 0.66], [0.75, 0.69, 0.9, 0.89], [0.71, 0.66, 0.89, 0.9]]"
af3,classI,with_msa_no_template,8i5c_pmhc_tcr,1,0.8241758519342248,False,0.8,0.85,4,0.91,0.02,,0.89,0.89,0.88,,,0.73,0.69,0.69,0.64,,,0.88,0.6875,"[[0.91, 0.88, 0.73, 0.69], [0.88, 0.02, 0.69, 0.64], [0.73, 0.69, 0.89, 0.88], [0.69, 0.64, 0.88, 0.89]]"
af3,classI,with_msa_no_template,8i5c_pmhc_tcr,2,0.8205045164402757,False,0.8,0.84,4,0.91,0.02,,0.89,0.9,0.87,,,0.72,0.69,0.66,0.64,,,0.89,0.6775,"[[0.91, 0.87, 0.72, 0.69], [0.87, 0.02, 0.66, 0.64], [0.72, 0.66, 0.89, 0.89], [0.69, 0.64, 0.89, 0.9]]"
af3,classI,with_msa_no_template,8i5c_pmhc_tcr,3,0.8113825287543852,False,0.79,0.84,4,0.91,0.02,,0.89,0.9,0.87,,,0.69,0.66,0.65,0.63,,,0.88,0.6575,"[[0.91, 0.87, 0.69, 0.66], [0.87, 0.02, 0.65, 0.63], [0.69, 0.65, 0.89, 0.88], [0.66, 0.63, 0.88, 0.9]]"
af3,classI,with_msa_no_template,8i5c_pmhc_tcr,4,0.8069529406848304,False,0.79,0.83,4,0.91,0.02,,0.89,0.9,0.87,,,0.7,0.65,0.65,0.61,,,0.89,0.6525,"[[0.91, 0.87, 0.7, 0.65], [0.87, 0.02, 0.65, 0.61], [0.7, 0.65, 0.89, 0.89], [0.65, 0.61, 0.89, 0.9]]"
af3,classI,with_msa_no_template,8i5d_pmhc_tcr,2,0.7670708066759129,True,0.74,0.8,4,0.91,0.02,,0.86,0.88,0.87,,,0.6,0.65,0.5,0.56,,,0.85,0.5775,"[[0.91, 0.87, 0.6, 0.65], [0.87, 0.02, 0.5, 0.56], [0.6, 0.5, 0.86, 0.85], [0.65, 0.56, 0.85, 0.88]]"
af3,classI,with_msa_no_template,8i5d_pmhc_tcr,0,0.7664167715701768,False,0.74,0.8,4,0.91,0.02,,0.86,0.89,0.88,,,0.56,0.66,0.5,0.59,,,0.86,0.5775,"[[0.91, 0.88, 0.56, 0.66], [0.88, 0.02, 0.5, 0.59], [0.56, 0.5, 0.86, 0.86], [0.66, 0.59, 0.86, 0.89]]"
af3,classI,with_msa_no_template,8i5d_pmhc_tcr,1,0.7600235716659662,False,0.74,0.8,4,0.92,0.02,,0.86,0.89,0.88,,,0.54,0.67,0.5,0.6,,,0.87,0.5775,"[[0.92, 0.88, 0.54, 0.67], [0.88, 0.02, 0.5, 0.6], [0.54, 0.5, 0.86, 0.87], [0.67, 0.6, 0.87, 0.89]]"
af3,classI,with_msa_no_template,8i5d_pmhc_tcr,4,0.7575153305055448,False,0.73,0.8,4,0.91,0.02,,0.85,0.88,0.87,,,0.6,0.64,0.5,0.55,,,0.84,0.5725,"[[0.91, 0.87, 0.6, 0.64], [0.87, 0.02, 0.5, 0.55], [0.6, 0.5, 0.85, 0.84], [0.64, 0.55, 0.84, 0.88]]"
af3,classI,with_msa_no_template,8i5d_pmhc_tcr,3,0.7288329409962977,False,0.7,0.78,4,0.92,0.02,,0.86,0.89,0.88,,,0.48,0.63,0.45,0.54,,,0.87,0.5249999999999999,"[[0.92, 0.88, 0.48, 0.63], [0.88, 0.02, 0.45, 0.54], [0.48, 0.45, 0.86, 0.87], [0.63, 0.54, 0.87, 0.89]]"
af3,classI,with_msa_no_template,8qfy_pmhc_tcr,4,0.9307414009295655,True,0.92,0.93,4,0.92,0.03,,0.9,0.91,0.95,,,0.87,0.9,0.84,0.87,,,0.91,0.87,"[[0.92, 0.95, 0.87, 0.9], [0.95, 0.03, 0.84, 0.87], [0.87, 0.84, 0.9, 0.91], [0.9, 0.87, 0.91, 0.91]]"
af3,classI,with_msa_no_template,8qfy_pmhc_tcr,1,0.9280977776428289,False,0.91,0.93,4,0.91,0.03,,0.9,0.9,0.95,,,0.87,0.9,0.83,0.86,,,0.9,0.865,"[[0.91, 0.95, 0.87, 0.9], [0.95, 0.03, 0.83, 0.86], [0.87, 0.83, 0.9, 0.9], [0.9, 0.86, 0.9, 0.9]]"
af3,classI,with_msa_no_template,8qfy_pmhc_tcr,3,0.9260900845619623,False,0.91,0.93,4,0.91,0.03,,0.9,0.9,0.95,,,0.86,0.9,0.83,0.86,,,0.9,0.8624999999999999,"[[0.91, 0.95, 0.86, 0.9], [0.95, 0.03, 0.83, 0.86], [0.86, 0.83, 0.9, 0.9], [0.9, 0.86, 0.9, 0.9]]"
af3,classI,with_msa_no_template,8qfy_pmhc_tcr,2,0.9240535022310647,False,0.91,0.92,4,0.91,0.03,,0.9,0.9,0.95,,,0.86,0.89,0.82,0.86,,,0.9,0.8574999999999999,"[[0.91, 0.95, 0.86, 0.89], [0.95, 0.03, 0.82, 0.86], [0.86, 0.82, 0.9, 0.9], [0.89, 0.86, 0.9, 0.9]]"
af3,classI,with_msa_no_template,8qfy_pmhc_tcr,0,0.921987759606722,False,0.91,0.93,4,0.91,0.03,,0.89,0.9,0.95,,,0.86,0.89,0.82,0.86,,,0.9,0.8574999999999999,"[[0.91, 0.95, 0.86, 0.89], [0.95, 0.03, 0.82, 0.86], [0.86, 0.82, 0.89, 0.9], [0.89, 0.86, 0.9, 0.9]]"
af3,classI,with_msa_no_template,8shi_pmhc_tcr,0,0.75326048845952,True,0.73,0.79,4,0.91,0.03,,0.84,0.89,0.91,,,0.57,0.57,0.54,0.56,,,0.89,0.56,"[[0.91, 0.91, 0.57, 0.57], [0.91, 0.03, 0.54, 0.56], [0.57, 0.54, 0.84, 0.89], [0.57, 0.56, 0.89, 0.89]]"
af3,classI,with_msa_no_template,8shi_pmhc_tcr,3,0.6754138670835834,False,0.65,0.73,4,0.91,0.03,,0.84,0.9,0.92,,,0.44,0.44,0.42,0.43,,,0.89,0.4325,"[[0.91, 0.92, 0.44, 0.44], [0.92, 0.03, 0.42, 0.43], [0.44, 0.42, 0.84, 0.89], [0.44, 0.43, 0.89, 0.9]]"
af3,classI,with_msa_no_template,8shi_pmhc_tcr,4,0.6723024818503781,False,0.65,0.72,4,0.91,0.03,,0.85,0.9,0.92,,,0.43,0.44,0.42,0.42,,,0.89,0.4275,"[[0.91, 0.92, 0.43, 0.44], [0.92, 0.03, 0.42, 0.42], [0.43, 0.42, 0.85, 0.89], [0.44, 0.42, 0.89, 0.9]]"
af3,classI,with_msa_no_template,8shi_pmhc_tcr,2,0.645273327531905,False,0.62,0.7,4,0.91,0.03,,0.84,0.9,0.92,,,0.39,0.42,0.38,0.39,,,0.89,0.395,"[[0.91, 0.92, 0.39, 0.42], [0.92, 0.03, 0.38, 0.39], [0.39, 0.38, 0.84, 0.89], [0.42, 0.39, 0.89, 0.9]]"
af3,classI,with_msa_no_template,8shi_pmhc_tcr,1,0.6204233813074511,False,0.59,0.68,4,0.91,0.03,,0.85,0.9,0.92,,,0.33,0.37,0.32,0.32,,,0.9,0.335,"[[0.91, 0.92, 0.33, 0.37], [0.92, 0.03, 0.32, 0.32], [0.33, 0.32, 0.85, 0.9], [0.37, 0.32, 0.9, 0.9]]"
af3,classI,with_msa_no_template,8wte_pmhc_tcr,4,0.7682649490393139,True,0.75,0.8,4,0.91,0.02,,0.88,0.88,0.89,,,0.61,0.6,0.57,0.56,,,0.87,0.585,"[[0.91, 0.89, 0.61, 0.6], [0.89, 0.02, 0.57, 0.56], [0.61, 0.57, 0.88, 0.87], [0.6, 0.56, 0.87, 0.88]]"
af3,classI,with_msa_no_template,8wte_pmhc_tcr,3,0.7661022902041995,False,0.74,0.8,4,0.91,0.02,,0.88,0.88,0.88,,,0.6,0.58,0.54,0.53,,,0.86,0.5625,"[[0.91, 0.88, 0.6, 0.58], [0.88, 0.02, 0.54, 0.53], [0.6, 0.54, 0.88, 0.86], [0.58, 0.53, 0.86, 0.88]]"
af3,classI,with_msa_no_template,8wte_pmhc_tcr,0,0.7657307429564519,False,0.74,0.8,4,0.91,0.02,,0.88,0.87,0.88,,,0.61,0.57,0.54,0.52,,,0.85,0.56,"[[0.91, 0.88, 0.61, 0.57], [0.88, 0.02, 0.54, 0.52], [0.61, 0.54, 0.88, 0.85], [0.57, 0.52, 0.85, 0.87]]"
af3,classI,with_msa_no_template,8wte_pmhc_tcr,1,0.7603509513416757,False,0.74,0.8,4,0.91,0.02,,0.88,0.87,0.88,,,0.59,0.59,0.54,0.57,,,0.86,0.5725,"[[0.91, 0.88, 0.59, 0.59], [0.88, 0.02, 0.54, 0.57], [0.59, 0.54, 0.88, 0.86], [0.59, 0.57, 0.86, 0.87]]"
af3,classI,with_msa_no_template,8wte_pmhc_tcr,2,0.7456205474885269,False,0.72,0.78,4,0.91,0.02,,0.88,0.87,0.87,,,0.57,0.53,0.49,0.47,,,0.86,0.515,"[[0.91, 0.87, 0.57, 0.53], [0.87, 0.02, 0.49, 0.47], [0.57, 0.49, 0.88, 0.86], [0.53, 0.47, 0.86, 0.87]]"
af3,classI,with_msa_no_template,8wul_pmhc_tcr,4,0.833313273455465,True,0.81,0.86,4,0.91,0.02,,0.87,0.87,0.9,,,0.76,0.73,0.67,0.69,,,0.84,0.7125,"[[0.91, 0.9, 0.76, 0.73], [0.9, 0.02, 0.67, 0.69], [0.76, 0.67, 0.87, 0.84], [0.73, 0.69, 0.84, 0.87]]"
af3,classI,with_msa_no_template,8wul_pmhc_tcr,0,0.8274913141857467,False,0.81,0.85,4,0.91,0.02,,0.88,0.87,0.9,,,0.74,0.73,0.65,0.68,,,0.84,0.7000000000000001,"[[0.91, 0.9, 0.74, 0.73], [0.9, 0.02, 0.65, 0.68], [0.74, 0.65, 0.88, 0.84], [0.73, 0.68, 0.84, 0.87]]"
af3,classI,with_msa_no_template,8wul_pmhc_tcr,3,0.8250434524791403,False,0.81,0.85,4,0.91,0.02,,0.88,0.87,0.9,,,0.7,0.71,0.63,0.66,,,0.85,0.675,"[[0.91, 0.9, 0.7, 0.71], [0.9, 0.02, 0.63, 0.66], [0.7, 0.63, 0.88, 0.85], [0.71, 0.66, 0.85, 0.87]]"
af3,classI,with_msa_no_template,8wul_pmhc_tcr,1,0.8118159392450284,False,0.79,0.84,4,0.91,0.02,,0.87,0.86,0.88,,,0.68,0.69,0.59,0.64,,,0.84,0.65,"[[0.91, 0.88, 0.68, 0.69], [0.88, 0.02, 0.59, 0.64], [0.68, 0.59, 0.87, 0.84], [0.69, 0.64, 0.84, 0.86]]"
af3,classI,with_msa_no_template,8wul_pmhc_tcr,2,0.8074589164433095,False,0.79,0.83,4,0.91,0.02,,0.87,0.86,0.9,,,0.71,0.69,0.63,0.64,,,0.84,0.6675,"[[0.91, 0.9, 0.71, 0.69], [0.9, 0.02, 0.63, 0.64], [0.71, 0.63, 0.87, 0.84], [0.69, 0.64, 0.84, 0.86]]"
af3,classI,no_msa_no_template,6zkw_pmhc_tcr,1,0.19520935188379177,True,0.14,0.35,4,0.22,0.01,,0.86,0.8,0.09,,,0.07,0.07,0.03,0.05,,,0.17,0.05500000000000001,"[[0.22, 0.09, 0.07, 0.07], [0.09, 0.01, 0.03, 0.05], [0.07, 0.03, 0.86, 0.17], [0.07, 0.05, 0.17, 0.8]]"
af3,classI,no_msa_no_template,6zkw_pmhc_tcr,2,0.187988705550058,False,0.13,0.35,4,0.22,0.01,,0.86,0.8,0.05,,,0.07,0.07,0.08,0.12,,,0.14,0.085,"[[0.22, 0.05, 0.07, 0.07], [0.05, 0.01, 0.08, 0.12], [0.07, 0.08, 0.86, 0.14], [0.07, 0.12, 0.14, 0.8]]"
af3,classI,no_msa_no_template,6zkw_pmhc_tcr,4,0.17897065122823708,False,0.13,0.34,4,0.22,0.01,,0.86,0.8,0.09,,,0.05,0.06,0.02,0.03,,,0.16,0.04,"[[0.22, 0.09, 0.05, 0.06], [0.09, 0.01, 0.02, 0.03], [0.05, 0.02, 0.86, 0.16], [0.06, 0.03, 0.16, 0.8]]"
af3,classI,no_msa_no_template,6zkw_pmhc_tcr,3,0.17270234913536311,False,0.12,0.33,4,0.24,0.01,,0.87,0.8,0.05,,,0.05,0.06,0.08,0.08,,,0.14,0.0675,"[[0.24, 0.05, 0.05, 0.06], [0.05, 0.01, 0.08, 0.08], [0.05, 0.08, 0.87, 0.14], [0.06, 0.08, 0.14, 0.8]]"
af3,classI,no_msa_no_template,6zkw_pmhc_tcr,0,0.1492026054785001,False,0.09,0.32,4,0.21,0.01,,0.87,0.8,0.11,,,0.05,0.09,0.02,0.04,,,0.06,0.05,"[[0.21, 0.11, 0.05, 0.09], [0.11, 0.01, 0.02, 0.04], [0.05, 0.02, 0.87, 0.06], [0.09, 0.04, 0.06, 0.8]]"
