pdb	model	condition	rank	status	dock_pred	dock_native	dock_err	inc_pred	inc_native	inc_err
7n2r	protenix_v1	msa+tmpl	ranked_1	OK	157.64	21.24	136.40	8.84	8.70	0.14
7n2s	protenix_v1	msa+tmpl	ranked_1	OK	146.17	21.39	124.78	17.84	5.07	12.77
7n4k	protenix_v1	msa+tmpl	ranked_1	OK	44.16	41.23	2.93	14.72	16.00	1.29
7n5c	protenix_v1	msa+tmpl	ranked_1	OK	40.52	43.40	2.88	15.17	18.17	3.00
7n5p	protenix_v1	msa+tmpl	ranked_1	OK	44.64	41.20	3.45	13.48	16.18	2.71
7na5	protenix_v1	msa+tmpl	ranked_1	OK	38.89	58.96	20.08	18.32	14.97	3.35
7ndq	protenix_v1	msa+tmpl	ranked_1	OK	92.46	76.89	15.56	32.34	19.03	13.31
7ndt	protenix_v1	msa+tmpl	ranked_1	OK	102.71	33.86	68.86	19.24	7.29	11.96
7ndu	protenix_v1	msa+tmpl	ranked_1	OK	77.33	76.62	0.71	26.99	20.08	6.91
7nme	protenix_v1	msa+tmpl	ranked_1	OK	42.20	35.91	6.29	3.54	8.79	5.25
7nmf	protenix_v1	msa+tmpl	ranked_1	OK	45.65	35.95	9.70	4.66	8.90	4.24
7nmg	protenix_v1	msa+tmpl	ranked_1	OK	45.83	34.94	10.89	3.40	7.72	4.31
7ow5	protenix_v1	msa+tmpl	ranked_1	OK	43.86	46.04	2.18	3.00	8.56	5.56
7ow6	protenix_v1	msa+tmpl	ranked_1	OK	47.27	48.16	0.89	4.23	8.38	4.15
7pb2	protenix_v1	msa+tmpl	ranked_1	OK	35.76	41.61	5.85	20.14	9.07	11.07
7pbe	protenix_v1	msa+tmpl	ranked_1	OK	53.45	51.66	1.79	3.28	2.25	1.02
7phr	protenix_v1	msa+tmpl	ranked_1	OK	36.36	42.98	6.62	5.15	5.35	0.21
7q99	protenix_v1	msa+tmpl	ranked_1	OK	43.77	45.58	1.82	2.01	7.05	5.04
7q9a	protenix_v1	msa+tmpl	ranked_1	OK	44.76	47.58	2.81	0.96	9.68	8.72
7q9b	protenix_v1	msa+tmpl	ranked_1	OK	29.20	46.49	17.29	6.76	8.38	1.62
7qpj	protenix_v1	msa+tmpl	ranked_1	OK	31.15	31.58	0.43	12.37	10.81	1.55
7r80	protenix_v1	msa+tmpl	ranked_1	OK	42.44	17.50	24.94	15.45	11.89	3.55
7rk7	protenix_v1	msa+tmpl	ranked_1	OK	56.43	80.75	24.32	174.26	16.46	157.80
7rm4	protenix_v1	msa+tmpl	ranked_1	OK	34.03	35.33	1.29	14.28	18.89	4.60
7rrg	protenix_v1	msa+tmpl	ranked_1	OK	55.79	73.79	18.00	8.80	12.05	3.24
7rtr	protenix_v1	msa+tmpl	ranked_1	OK	52.12	42.24	9.87	3.62	3.53	0.09
7su9	protenix_v1	msa+tmpl	ranked_1	OK	19.82	13.42	6.40	5.25	9.17	3.92
8cx4	protenix_v1	msa+tmpl	ranked_1	OK	145.97	20.06	125.91	16.88	8.65	8.24
8d5q	protenix_v1	msa+tmpl	ranked_1	OK	40.92	31.15	9.77	16.57	9.43	7.14
8dnt	protenix_v1	msa+tmpl	ranked_1	OK	40.62	31.40	9.21	8.51	3.64	4.86
8en8	protenix_v1	msa+tmpl	ranked_1	OK	42.62	41.37	1.26	7.03	21.57	14.53
8enh	protenix_v1	msa+tmpl	ranked_1	OK	48.86	37.82	11.05	5.55	19.96	14.40
8eo8	protenix_v1	msa+tmpl	ranked_1	OK	38.59	38.49	0.10	8.94	21.40	12.46
8f5a	protenix_v1	msa+tmpl	ranked_1	OK	34.41	49.88	15.46	8.46	6.53	1.93
8gom	protenix_v1	msa+tmpl	ranked_1	OK	50.96	39.06	11.89	10.42	15.79	5.37
8gon	protenix_v1	msa+tmpl	ranked_1	OK	52.19	38.47	13.71	13.76	13.44	0.32
8gvb	protenix_v1	msa+tmpl	ranked_1	OK	53.34	54.52	1.18	18.84	19.12	0.28
8gvg	protenix_v1	msa+tmpl	ranked_1	OK	56.48	55.07	1.41	18.67	20.08	1.41
8gvi	protenix_v1	msa+tmpl	ranked_1	OK	56.15	55.10	1.05	20.03	20.62	0.60
8i5c	protenix_v1	msa+tmpl	ranked_1	OK	48.87	47.69	1.18	6.28	7.33	1.04
8i5d	protenix_v1	msa+tmpl	ranked_1	OK	32.20	44.46	12.25	13.91	11.72	2.19
8qfy	protenix_v1	msa+tmpl	ranked_1	OK	78.52	78.46	0.06	20.96	18.22	2.73
8shi	protenix_v1	msa+tmpl	ranked_1	OK	33.06	20.26	12.80	1.85	18.76	16.91
8wte	protenix_v1	msa+tmpl	ranked_1	OK	34.23	64.06	29.83	6.48	4.45	2.02
8wul	protenix_v1	msa+tmpl	ranked_1	OK	55.96	64.44	8.48	4.59	2.45	2.13
6zkw	protenix_v1	msa+tmpl	ranked_2	OK	56.44	57.14	0.71	15.50	18.99	3.49
6zkx	protenix_v1	msa+tmpl	ranked_2	OK	54.03	54.69	0.66	11.73	13.69	1.95
6zky	protenix_v1	msa+tmpl	ranked_2	OK	42.57	56.78	14.21	15.81	18.99	3.19
6zkz	protenix_v1	msa+tmpl	ranked_2	OK	54.56	56.52	1.96	13.88	18.02	4.14
7dzm	protenix_v1	msa+tmpl	ranked_2	OK	53.46	45.42	8.04	22.11	10.35	11.76
7dzn	protenix_v1	msa+tmpl	ranked_2	OK	123.83	44.85	78.98	5.47	10.90	5.43
7l1d	protenix_v1	msa+tmpl	ranked_2	OK	50.17	47.41	2.76	5.08	3.49	1.59
7n2n	protenix_v1	msa+tmpl	ranked_2	OK	136.50	20.52	115.97	24.10	5.13	18.97
7n2o	protenix_v1	msa+tmpl	ranked_2	OK	118.47	20.11	98.35	162.77	12.74	150.02
7n2p	protenix_v1	msa+tmpl	ranked_2	OK	143.59	21.92	121.67	9.59	9.18	0.41
7n2q	protenix_v1	msa+tmpl	ranked_2	OK	161.92	21.13	140.79	7.60	9.24	1.64
7n2r	protenix_v1	msa+tmpl	ranked_2	OK	148.59	21.24	127.35	10.67	8.70	1.98
7n2s	protenix_v1	msa+tmpl	ranked_2	OK	153.31	21.39	131.92	15.19	5.07	10.12
7n4k	protenix_v1	msa+tmpl	ranked_2	OK	43.16	41.23	1.93	15.22	16.00	0.79
7n5c	protenix_v1	msa+tmpl	ranked_2	OK	42.45	43.40	0.95	16.42	18.17	1.75
7n5p	protenix_v1	msa+tmpl	ranked_2	OK	43.05	41.20	1.85	16.31	16.18	0.13
7na5	protenix_v1	msa+tmpl	ranked_2	OK	45.16	58.96	13.80	12.72	14.97	2.25
7ndq	protenix_v1	msa+tmpl	ranked_2	OK	96.00	76.89	19.11	31.16	19.03	12.13
7ndt	protenix_v1	msa+tmpl	ranked_2	OK	125.89	33.86	92.03	12.91	7.29	5.62
7ndu	protenix_v1	msa+tmpl	ranked_2	OK	74.34	76.62	2.28	25.25	20.08	5.18
7nme	protenix_v1	msa+tmpl	ranked_2	OK	45.05	35.91	9.13	4.52	8.79	4.27
7nmf	protenix_v1	msa+tmpl	ranked_2	OK	48.20	35.95	12.25	7.18	8.90	1.72
7nmg	protenix_v1	msa+tmpl	ranked_2	OK	46.84	34.94	11.90	1.85	7.72	5.87
7ow5	protenix_v1	msa+tmpl	ranked_2	OK	42.16	46.04	3.88	6.05	8.56	2.51
7ow6	protenix_v1	msa+tmpl	ranked_2	OK	48.33	48.16	0.17	5.82	8.38	2.55
7pb2	protenix_v1	msa+tmpl	ranked_2	OK	18.22	41.61	23.39	21.24	9.07	12.18
7pbe	protenix_v1	msa+tmpl	ranked_2	OK	51.46	51.66	0.20	3.45	2.25	1.20
7phr	protenix_v1	msa+tmpl	ranked_2	OK	36.64	42.98	6.34	5.28	5.35	0.07
7q99	protenix_v1	msa+tmpl	ranked_2	OK	42.83	45.58	2.75	4.09	7.05	2.97
7q9a	protenix_v1	msa+tmpl	ranked_2	OK	43.33	47.58	4.24	1.89	9.68	7.79
7q9b	protenix_v1	msa+tmpl	ranked_2	OK	27.08	46.49	19.41	8.06	8.38	0.32
7qpj	protenix_v1	msa+tmpl	ranked_2	OK	31.54	31.58	0.04	12.46	10.81	1.64
7r80	protenix_v1	msa+tmpl	ranked_2	OK	42.71	17.50	25.21	15.12	11.89	3.22
7rk7	protenix_v1	msa+tmpl	ranked_2	OK	58.22	80.75	22.53	177.37	16.46	160.91
7rm4	protenix_v1	msa+tmpl	ranked_2	OK	41.78	35.33	6.46	15.62	18.89	3.27
7rrg	protenix_v1	msa+tmpl	ranked_2	OK	55.07	73.79	18.72	8.96	12.05	3.08
7rtr	protenix_v1	msa+tmpl	ranked_2	OK	56.63	42.24	14.38	1.11	3.53	2.41
7su9	protenix_v1	msa+tmpl	ranked_2	OK	18.46	13.42	5.04	2.56	9.17	6.61
8cx4	protenix_v1	msa+tmpl	ranked_2	OK	149.56	20.06	129.50	15.72	8.65	7.07
8d5q	protenix_v1	msa+tmpl	ranked_2	OK	42.32	31.15	11.17	15.28	9.43	5.85
8dnt	protenix_v1	msa+tmpl	ranked_2	OK	38.72	31.40	7.32	5.95	3.64	2.31
8en8	protenix_v1	msa+tmpl	ranked_2	OK	40.39	41.37	0.97	10.12	21.57	11.45
8enh	protenix_v1	msa+tmpl	ranked_2	OK	51.65	37.82	13.84	9.09	19.96	10.86
8eo8	protenix_v1	msa+tmpl	ranked_2	OK	43.25	38.49	4.76	12.64	21.40	8.76
8f5a	protenix_v1	msa+tmpl	ranked_2	OK	36.11	49.88	13.77	11.21	6.53	4.69
8gom	protenix_v1	msa+tmpl	ranked_2	OK	53.04	39.06	13.98	10.34	15.79	5.45
8gon	protenix_v1	msa+tmpl	ranked_2	OK	52.68	38.47	14.21	14.93	13.44	1.50
8gvb	protenix_v1	msa+tmpl	ranked_2	OK	53.36	54.52	1.16	19.89	19.12	0.77
8gvg	protenix_v1	msa+tmpl	ranked_2	OK	57.48	55.07	2.41	19.19	20.08	0.90
8gvi	protenix_v1	msa+tmpl	ranked_2	OK	56.65	55.10	1.55	20.00	20.62	0.62
8i5c	protenix_v1	msa+tmpl	ranked_2	OK	55.41	47.69	7.73	7.10	7.33	0.22
8i5d	protenix_v1	msa+tmpl	ranked_2	OK	33.87	44.46	10.58	15.38	11.72	3.67
8qfy	protenix_v1	msa+tmpl	ranked_2	OK	82.93	78.46	4.47	22.12	18.22	3.90
8shi	protenix_v1	msa+tmpl	ranked_2	OK	30.86	20.26	10.60	6.10	18.76	12.66
8wte	protenix_v1	msa+tmpl	ranked_2	OK	33.91	64.06	30.15	13.44	4.45	8.98
8wul	protenix_v1	msa+tmpl	ranked_2	OK	52.63	64.44	11.81	4.81	2.45	2.36
6zkw	protenix_v1	msa+tmpl	ranked_3	OK	59.40	57.14	2.25	12.39	18.99	6.61
6zkx	protenix_v1	msa+tmpl	ranked_3	OK	55.82	54.69	1.13	9.41	13.69	4.28
6zky	protenix_v1	msa+tmpl	ranked_3	OK	57.47	56.78	0.69	12.43	18.99	6.56
6zkz	protenix_v1	msa+tmpl	ranked_3	OK	51.68	56.52	4.84	13.93	18.02	4.09
7dzm	protenix_v1	msa+tmpl	ranked_3	OK	121.28	45.42	75.86	1.99	10.35	8.36
7dzn	protenix_v1	msa+tmpl	ranked_3	OK	125.86	44.85	81.01	6.22	10.90	4.69
7l1d	protenix_v1	msa+tmpl	ranked_3	OK	52.21	47.41	4.80	3.89	3.49	0.40
7n2n	protenix_v1	msa+tmpl	ranked_3	OK	135.11	20.52	114.59	26.24	5.13	21.11
7n2o	protenix_v1	msa+tmpl	ranked_3	OK	117.99	20.11	97.88	156.53	12.74	143.79
7n2p	protenix_v1	msa+tmpl	ranked_3	OK	149.07	21.92	127.14	0.19	9.18	8.99
7n2q	protenix_v1	msa+tmpl	ranked_3	OK	21.45	21.13	0.32	4.47	9.24	4.76
7n2r	protenix_v1	msa+tmpl	ranked_3	OK	152.05	21.24	130.82	6.46	8.70	2.23
7n2s	protenix_v1	msa+tmpl	ranked_3	OK	146.43	21.39	125.04	13.06	5.07	7.98
7n4k	protenix_v1	msa+tmpl	ranked_3	OK	47.03	41.23	5.80	14.93	16.00	1.08
7n5c	protenix_v1	msa+tmpl	ranked_3	OK	40.57	43.40	2.83	16.57	18.17	1.60
7n5p	protenix_v1	msa+tmpl	ranked_3	OK	42.16	41.20	0.96	15.11	16.18	1.07
7na5	protenix_v1	msa+tmpl	ranked_3	OK	40.44	58.96	18.52	11.34	14.97	3.63
7ndq	protenix_v1	msa+tmpl	ranked_3	OK	95.53	76.89	18.64	31.34	19.03	12.32
7ndt	protenix_v1	msa+tmpl	ranked_3	OK	124.09	33.86	90.23	11.15	7.29	3.87
7ndu	protenix_v1	msa+tmpl	ranked_3	OK	80.62	76.62	4.00	29.48	20.08	9.41
7nme	protenix_v1	msa+tmpl	ranked_3	OK	46.23	35.91	10.32	5.88	8.79	2.91
7nmf	protenix_v1	msa+tmpl	ranked_3	OK	45.90	35.95	9.94	6.18	8.90	2.72
7nmg	protenix_v1	msa+tmpl	ranked_3	OK	46.35	34.94	11.40	4.42	7.72	3.30
7ow5	protenix_v1	msa+tmpl	ranked_3	OK	46.22	46.04	0.18	3.89	8.56	4.67
7ow6	protenix_v1	msa+tmpl	ranked_3	OK	47.49	48.16	0.67	4.25	8.38	4.13
7pb2	protenix_v1	msa+tmpl	ranked_3	OK	135.08	41.61	93.47	9.06	9.07	0.01
7pbe	protenix_v1	msa+tmpl	ranked_3	OK	53.88	51.66	2.22	2.63	2.25	0.38
7phr	protenix_v1	msa+tmpl	ranked_3	OK	37.70	42.98	5.27	6.11	5.35	0.75
7q99	protenix_v1	msa+tmpl	ranked_3	OK	41.27	45.58	4.31	2.38	7.05	4.67
7q9a	protenix_v1	msa+tmpl	ranked_3	OK	43.71	47.58	3.86	2.78	9.68	6.90
7q9b	protenix_v1	msa+tmpl	ranked_3	OK	29.48	46.49	17.01	7.59	8.38	0.79
7qpj	protenix_v1	msa+tmpl	ranked_3	OK	30.91	31.58	0.67	12.67	10.81	1.85
7r80	protenix_v1	msa+tmpl	ranked_3	OK	40.02	17.50	22.52	13.27	11.89	1.38
7rk7	protenix_v1	msa+tmpl	ranked_3	OK	55.88	80.75	24.87	176.79	16.46	160.33
7rm4	protenix_v1	msa+tmpl	ranked_3	OK	46.17	35.33	10.84	13.09	18.89	5.79
7rrg	protenix_v1	msa+tmpl	ranked_3	OK	55.61	73.79	18.18	6.88	12.05	5.17
7rtr	protenix_v1	msa+tmpl	ranked_3	OK	56.25	42.24	14.01	3.16	3.53	0.37
7su9	protenix_v1	msa+tmpl	ranked_3	OK	17.16	13.42	3.74	1.59	9.17	7.58
8cx4	protenix_v1	msa+tmpl	ranked_3	OK	156.99	20.06	136.94	8.42	8.65	0.22
8d5q	protenix_v1	msa+tmpl	ranked_3	OK	40.65	31.15	9.49	16.77	9.43	7.34
8dnt	protenix_v1	msa+tmpl	ranked_3	OK	39.15	31.40	7.74	8.11	3.64	4.46
8en8	protenix_v1	msa+tmpl	ranked_3	OK	43.89	41.37	2.52	12.13	21.57	9.44
8enh	protenix_v1	msa+tmpl	ranked_3	OK	56.07	37.82	18.26	11.79	19.96	8.16
8eo8	protenix_v1	msa+tmpl	ranked_3	OK	36.97	38.49	1.52	14.42	21.40	6.98
8f5a	protenix_v1	msa+tmpl	ranked_3	OK	41.09	49.88	8.79	6.74	6.53	0.21
8gom	protenix_v1	msa+tmpl	ranked_3	OK	52.14	39.06	13.08	11.26	15.79	4.54
8gon	protenix_v1	msa+tmpl	ranked_3	OK	50.92	38.47	12.45	14.13	13.44	0.69
8gvb	protenix_v1	msa+tmpl	ranked_3	OK	54.15	54.52	0.36	18.12	19.12	1.00
8gvg	protenix_v1	msa+tmpl	ranked_3	OK	56.88	55.07	1.81	19.55	20.08	0.54
8gvi	protenix_v1	msa+tmpl	ranked_3	OK	57.63	55.10	2.53	21.46	20.62	0.84
8i5c	protenix_v1	msa+tmpl	ranked_3	OK	60.91	47.69	13.23	5.50	7.33	1.83
8i5d	protenix_v1	msa+tmpl	ranked_3	OK	33.58	44.46	10.87	15.17	11.72	3.45
8qfy	protenix_v1	msa+tmpl	ranked_3	OK	88.61	78.46	10.15	27.09	18.22	8.87
8shi	protenix_v1	msa+tmpl	ranked_3	OK	33.57	20.26	13.31	5.45	18.76	13.31
8wte	protenix_v1	msa+tmpl	ranked_3	OK	34.52	64.06	29.54	7.98	4.45	3.52
8wul	protenix_v1	msa+tmpl	ranked_3	OK	55.77	64.44	8.66	3.39	2.45	0.94
6zkw	protenix_v1	msa+tmpl	ranked_4	OK	61.19	57.14	4.05	11.15	18.99	7.85
6zkx	protenix_v1	msa+tmpl	ranked_4	OK	57.32	54.69	2.63	9.89	13.69	3.79
6zky	protenix_v1	msa+tmpl	ranked_4	OK	53.90	56.78	2.88	12.19	18.99	6.80
6zkz	protenix_v1	msa+tmpl	ranked_4	OK	49.41	56.52	7.10	17.56	18.02	0.46
7dzm	protenix_v1	msa+tmpl	ranked_4	OK	121.16	45.42	75.74	1.98	10.35	8.37
7dzn	protenix_v1	msa+tmpl	ranked_4	OK	120.76	44.85	75.91	3.17	10.90	7.73
7l1d	protenix_v1	msa+tmpl	ranked_4	OK	48.61	47.41	1.20	8.60	3.49	5.11
7n2n	protenix_v1	msa+tmpl	ranked_4	OK	136.54	20.52	116.01	21.58	5.13	16.44
7n2o	protenix_v1	msa+tmpl	ranked_4	OK	7.61	20.11	12.50	4.01	12.74	8.73
7n2p	protenix_v1	msa+tmpl	ranked_4	OK	147.74	21.92	125.81	2.87	9.18	6.31
7n2q	protenix_v1	msa+tmpl	ranked_4	OK	21.61	21.13	0.47	10.30	9.24	1.07
7n2r	protenix_v1	msa+tmpl	ranked_4	OK	155.04	21.24	133.81	7.64	8.70	1.06
7n2s	protenix_v1	msa+tmpl	ranked_4	OK	145.01	21.39	123.61	11.32	5.07	6.25
7n4k	protenix_v1	msa+tmpl	ranked_4	OK	42.60	41.23	1.36	13.20	16.00	2.80
7n5c	protenix_v1	msa+tmpl	ranked_4	OK	41.97	43.40	1.43	14.04	18.17	4.13
7n5p	protenix_v1	msa+tmpl	ranked_4	OK	44.08	41.20	2.89	14.00	16.18	2.18
7na5	protenix_v1	msa+tmpl	ranked_4	OK	43.66	58.96	15.31	17.65	14.97	2.68
7ndq	protenix_v1	msa+tmpl	ranked_4	OK	97.00	76.89	20.11	28.44	19.03	9.41
7ndt	protenix_v1	msa+tmpl	ranked_4	OK	38.02	33.86	4.16	4.92	7.29	2.37
7ndu	protenix_v1	msa+tmpl	ranked_4	OK	80.75	76.62	4.13	27.16	20.08	7.08
7nme	protenix_v1	msa+tmpl	ranked_4	OK	44.43	35.91	8.52	5.11	8.79	3.68
7nmf	protenix_v1	msa+tmpl	ranked_4	OK	44.58	35.95	8.63	5.01	8.90	3.89
7nmg	protenix_v1	msa+tmpl	ranked_4	OK	43.01	34.94	8.07	3.96	7.72	3.76
7ow5	protenix_v1	msa+tmpl	ranked_4	OK	44.49	46.04	1.55	5.88	8.56	2.68
7ow6	protenix_v1	msa+tmpl	ranked_4	OK	48.44	48.16	0.28	3.39	8.38	4.99
7pb2	protenix_v1	msa+tmpl	ranked_4	OK	138.20	41.61	96.59	8.99	9.07	0.08
7pbe	protenix_v1	msa+tmpl	ranked_4	OK	51.95	51.66	0.29	3.12	2.25	0.86
7phr	protenix_v1	msa+tmpl	ranked_4	OK	37.15	42.98	5.82	5.75	5.35	0.40
7q99	protenix_v1	msa+tmpl	ranked_4	OK	41.95	45.58	3.63	3.16	7.05	3.89
7q9a	protenix_v1	msa+tmpl	ranked_4	OK	42.06	47.58	5.52	1.77	9.68	7.91
7q9b	protenix_v1	msa+tmpl	ranked_4	OK	27.92	46.49	18.57	7.34	8.38	1.04
7qpj	protenix_v1	msa+tmpl	ranked_4	OK	32.16	31.58	0.58	11.98	10.81	1.16
7r80	protenix_v1	msa+tmpl	ranked_4	OK	146.47	17.50	128.97	11.60	11.89	0.29
7rk7	protenix_v1	msa+tmpl	ranked_4	OK	61.71	80.75	19.04	177.44	16.46	160.98
7rm4	protenix_v1	msa+tmpl	ranked_4	OK	37.37	35.33	2.05	19.87	18.89	0.99
7rrg	protenix_v1	msa+tmpl	ranked_4	OK	64.78	73.79	9.01	16.09	12.05	4.05
7rtr	protenix_v1	msa+tmpl	ranked_4	OK	141.71	42.24	99.46	22.79	3.53	19.27
7su9	protenix_v1	msa+tmpl	ranked_4	OK	28.21	13.42	14.78	8.40	9.17	0.77
8cx4	protenix_v1	msa+tmpl	ranked_4	OK	157.72	20.06	137.66	5.90	8.65	2.75
8d5q	protenix_v1	msa+tmpl	ranked_4	OK	41.34	31.15	10.19	12.53	9.43	3.09
8dnt	protenix_v1	msa+tmpl	ranked_4	OK	37.24	31.40	5.83	8.39	3.64	4.75
8en8	protenix_v1	msa+tmpl	ranked_4	OK	49.55	41.37	8.18	4.36	21.57	17.21
8enh	protenix_v1	msa+tmpl	ranked_4	OK	139.89	37.82	102.08	37.01	19.96	17.05
8eo8	protenix_v1	msa+tmpl	ranked_4	OK	134.99	38.49	96.50	42.67	21.40	21.27
8f5a	protenix_v1	msa+tmpl	ranked_4	OK	44.01	49.88	5.86	6.86	6.53	0.34
8gom	protenix_v1	msa+tmpl	ranked_4	OK	51.94	39.06	12.88	10.41	15.79	5.38
8gon	protenix_v1	msa+tmpl	ranked_4	OK	45.95	38.47	7.48	16.49	13.44	3.05
8gvb	protenix_v1	msa+tmpl	ranked_4	OK	51.39	54.52	3.12	17.53	19.12	1.59
8gvg	protenix_v1	msa+tmpl	ranked_4	OK	52.44	55.07	2.64	18.65	20.08	1.44
8gvi	protenix_v1	msa+tmpl	ranked_4	OK	58.13	55.10	3.03	21.36	20.62	0.73
8i5c	protenix_v1	msa+tmpl	ranked_4	OK	50.98	47.69	3.29	6.20	7.33	1.12
8i5d	protenix_v1	msa+tmpl	ranked_4	OK	34.44	44.46	10.01	14.72	11.72	3.00
8qfy	protenix_v1	msa+tmpl	ranked_4	OK	85.02	78.46	6.56	26.97	18.22	8.75
8shi	protenix_v1	msa+tmpl	ranked_4	OK	32.69	20.26	12.42	4.69	18.76	14.07
8wte	protenix_v1	msa+tmpl	ranked_4	OK	35.42	64.06	28.65	8.16	4.45	3.71
8wul	protenix_v1	msa+tmpl	ranked_4	OK	50.57	64.44	13.86	2.73	2.45	0.27
6zkw	protenix_v2	msa	ranked_0	OK	53.46	57.14	3.69	16.21	18.99	2.78
6zkx	protenix_v2	msa	ranked_0	OK	57.38	54.69	2.69	14.02	13.69	0.33
6zky	protenix_v2	msa	ranked_0	OK	61.49	56.78	4.71	12.03	18.99	6.96
6zkz	protenix_v2	msa	ranked_0	OK	44.92	56.52	11.60	12.82	18.02	5.21
7dzm	protenix_v2	msa	ranked_0	OK	48.82	45.42	3.39	11.03	10.35	0.68
7dzn	protenix_v2	msa	ranked_0	OK	151.65	44.85	106.80	3.26	10.90	7.65
7l1d	protenix_v2	msa	ranked_0	OK	99.28	47.41	51.87	140.97	3.49	137.49
7n2n	protenix_v2	msa	ranked_0	OK	21.90	20.52	1.37	11.95	5.13	6.81
7n2o	protenix_v2	msa	ranked_0	OK	18.98	20.11	1.14	8.68	12.74	4.07
7n2p	protenix_v2	msa	ranked_0	OK	27.53	21.92	5.61	9.72	9.18	0.55
7n2q	protenix_v2	msa	ranked_0	OK	22.12	21.13	0.99	1.81	9.24	7.42
7n2r	protenix_v2	msa	ranked_0	OK	22.78	21.24	1.54	5.05	8.70	3.64
7n2s	protenix_v2	msa	ranked_0	OK	26.15	21.39	4.76	25.40	5.07	20.33
7n4k	protenix_v2	msa	ranked_0	OK	45.27	41.23	4.04	19.54	16.00	3.53
7n5c	protenix_v2	msa	ranked_0	OK	41.28	43.40	2.12	16.78	18.17	1.39
7n5p	protenix_v2	msa	ranked_0	OK	46.86	41.20	5.66	21.48	16.18	5.30
7na5	protenix_v2	msa	ranked_0	OK	45.13	58.96	13.83	3.30	14.97	11.67
7ndq	protenix_v2	msa	ranked_0	OK	71.80	76.89	5.09	17.95	19.03	1.08
7ndt	protenix_v2	msa	ranked_0	OK	33.39	33.86	0.47	3.28	7.29	4.01
7ndu	protenix_v2	msa	ranked_0	OK	77.71	76.62	1.10	22.10	20.08	2.03
7nme	protenix_v2	msa	ranked_0	OK	49.33	35.91	13.41	1.21	8.79	7.58
7nmf	protenix_v2	msa	ranked_0	OK	49.32	35.95	13.37	1.24	8.90	7.67
7nmg	protenix_v2	msa	ranked_0	OK	47.81	34.94	12.87	3.08	7.72	4.64
7ow5	protenix_v2	msa	ranked_0	OK	41.62	46.04	4.42	7.18	8.56	1.38
7ow6	protenix_v2	msa	ranked_0	OK	45.64	48.16	2.52	9.24	8.38	0.86
7pb2	protenix_v2	msa	ranked_0	OK	43.96	41.61	2.34	19.60	9.07	10.54
7pbe	protenix_v2	msa	ranked_0	OK	56.87	51.66	5.21	0.59	2.25	1.66
7phr	protenix_v2	msa	ranked_0	OK	37.72	42.98	5.26	6.20	5.35	0.84
7q99	protenix_v2	msa	ranked_0	OK	47.60	45.58	2.02	4.04	7.05	3.01
7q9a	protenix_v2	msa	ranked_0	OK	47.39	47.58	0.19	4.04	9.68	5.63
7q9b	protenix_v2	msa	ranked_0	OK	32.06	46.49	14.43	2.55	8.38	5.83
7qpj	protenix_v2	msa	ranked_0	OK	30.47	31.58	1.11	10.82	10.81	0.01
7r80	protenix_v2	msa	ranked_0	OK	156.09	17.50	138.59	8.78	11.89	3.11
7rk7	protenix_v2	msa	ranked_0	OK	79.70	80.75	1.05	11.64	16.46	4.83
7rm4	protenix_v2	msa	ranked_0	OK	19.06	35.33	16.27	161.93	18.89	143.05
7rrg	protenix_v2	msa	ranked_0	OK	51.32	73.79	22.47	155.02	12.05	142.98
7rtr	protenix_v2	msa	ranked_0	OK	43.55	42.24	1.31	4.43	3.53	0.90
7su9	protenix_v2	msa	ranked_0	OK	17.03	13.42	3.61	15.98	9.17	6.81
8cx4	protenix_v2	msa	ranked_0	OK	19.63	20.06	0.43	4.89	8.65	3.76
8d5q	protenix_v2	msa	ranked_0	OK	27.02	31.15	4.13	9.70	9.43	0.27
8dnt	protenix_v2	msa	ranked_0	OK	40.72	31.40	9.31	9.66	3.64	6.01
8en8	protenix_v2	msa	ranked_0	OK	41.90	41.37	0.53	23.94	21.57	2.37
8enh	protenix_v2	msa	ranked_0	OK	37.70	37.82	0.12	24.90	19.96	4.94
8eo8	protenix_v2	msa	ranked_0	OK	37.77	38.49	0.72	25.08	21.40	3.67
8f5a	protenix_v2	msa	ranked_0	OK	31.11	49.88	18.77	5.38	6.53	1.15
8gom	protenix_v2	msa	ranked_0	OK	149.20	39.06	110.13	4.62	15.79	11.17
8gon	protenix_v2	msa	ranked_0	OK	147.22	38.47	108.75	6.55	13.44	6.89
8gvb	protenix_v2	msa	ranked_0	OK	55.24	54.52	0.73	18.04	19.12	1.08
8gvg	protenix_v2	msa	ranked_0	OK	57.12	55.07	2.05	18.34	20.08	1.75
8gvi	protenix_v2	msa	ranked_0	OK	59.86	55.10	4.75	17.08	20.62	3.54
8i5c	protenix_v2	msa	ranked_0	OK	45.34	47.69	2.35	8.09	7.33	0.76
8i5d	protenix_v2	msa	ranked_0	OK	37.45	44.46	7.00	14.65	11.72	2.93
8qfy	protenix_v2	msa	ranked_0	OK	81.60	78.46	3.14	17.98	18.22	0.24
8shi	protenix_v2	msa	ranked_0	OK	22.90	20.26	2.64	20.86	18.76	2.11
8wte	protenix_v2	msa	ranked_0	OK	37.39	64.06	26.68	4.57	4.45	0.12
8wul	protenix_v2	msa	ranked_0	OK	170.88	64.44	106.45	150.76	2.45	148.30
